,SalePrice,zhvi_px,zhvi_idx,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,NewConstruction,PropertyType_Multiplex,PropertyType_Single Family,PropertyType_Townhouse,ZipGroup,AdjSalePrice
1045,455000,407700,0.936810661764706,1,10200,2630,390,2.5,4,8,1971,0,0,184000,361000,0,0,1,0,0,485690.0
1046,273150,427800,0.982996323529412,1,6011,1340,0,2.0,3,7,1954,2013,0,85000,218000,0,0,1,0,1,277875.0
1047,199950,385800,0.886488970588235,1,5967,1360,0,1.0,3,6,1954,0,0,81000,104000,0,0,1,0,1,225553.0
1048,281500,418400,0.961397058823529,1,6000,1180,0,1.0,3,7,1954,0,0,85000,180000,0,0,1,0,1,292803.0
1049,250000,403200,0.926470588235294,1,6391,1560,0,1.5,3,6,1962,0,0,85000,115000,0,0,1,0,1,269841.0
1050,350000,403200,0.926470588235294,1,7340,3020,1510,1.75,3,7,1957,0,0,89000,201000,0,0,1,0,1,377778.0
1051,345000,421200,0.967830882352941,1,6500,1770,600,2.0,3,7,1963,0,0,85000,153000,0,0,1,0,1,356467.0
1052,80000,350800,0.806066176470588,1,5201,970,0,1.5,3,6,1950,0,0,100000,86000,0,0,1,0,4,99247.0
1053,315000,434200,0.997702205882353,1,10890,1120,0,1.0,3,7,1956,0,0,169000,139000,0,0,1,0,0,315725.0
1054,343450,400600,0.920496323529412,1,6300,1400,370,1.0,4,7,1954,0,0,160000,181000,0,0,1,0,0,373114.0
1055,525000,357100,0.820542279411765,1,7368,3300,300,4.0,5,9,1998,0,0,160000,390000,0,0,1,0,0,639821.0
1056,278000,404400,0.929227941176471,1,6000,700,0,1.0,2,6,1949,0,0,156000,118000,0,0,1,0,4,299173.0
1057,270000,369800,0.849724264705882,1,6000,700,0,1.0,2,6,1949,0,0,156000,118000,0,0,1,0,4,317750.0
1058,269950,415100,0.953814338235294,1,7020,900,0,1.0,2,7,1949,0,0,163000,150000,0,0,1,0,4,283022.0
1059,310600,400300,0.919806985294118,1,8263,1140,0,1.75,3,7,1950,0,2,151000,171000,0,0,1,0,4,337680.0
1060,245000,387600,0.890625,1,6466,870,0,1.0,2,6,1950,0,2,133000,86000,0,0,1,0,4,275088.0
1061,306000,414800,0.953125,1,7494,1390,0,2.0,4,6,1950,0,2,138000,126000,0,0,1,0,4,321049.0
1062,317000,423400,0.972886029411765,1,7500,1230,140,1.0,3,7,1949,0,0,170000,166000,0,0,1,0,0,325835.0
1063,312500,432100,0.992876838235294,1,6552,1180,0,1.0,2,6,1949,0,0,160000,129000,0,0,1,0,0,314742.0
1064,276500,360700,0.828814338235294,1,7200,1670,0,1.75,4,7,1949,0,0,170000,192000,0,0,1,0,0,333609.0
1065,292400,311600,0.715992647058823,1,8012,2250,0,2.0,4,7,1950,0,0,180000,206000,0,0,1,0,0,408384.0
1066,296000,392100,0.900965073529412,1,6286,770,0,1.0,2,6,1949,0,0,160000,99000,0,0,1,0,0,328537.0
1067,290000,392100,0.900965073529412,1,7470,1380,0,1.0,3,7,1965,0,0,170000,201000,0,0,1,0,0,321877.0
1068,359950,407700,0.936810661764706,1,7470,1380,0,1.0,3,7,1965,0,0,170000,201000,0,0,1,0,0,384229.0
1069,412000,404400,0.929227941176471,1,9702,2090,770,2.5,4,7,1965,0,0,190000,246000,0,0,1,0,0,443379.0
1070,223000,411100,0.944623161764706,1,6509,660,0,1.0,2,6,1952,0,0,138000,19000,0,0,1,0,1,236073.0
1071,268000,432100,0.992876838235294,1,6509,660,0,1.0,2,6,1952,0,0,138000,19000,0,0,1,0,1,269923.0
1072,251000,392100,0.900965073529412,1,5400,740,0,1.0,2,5,1952,0,0,138000,29000,0,0,1,0,1,278590.0
1073,175000,350800,0.806066176470588,1,6172,740,0,1.0,2,5,1952,0,0,138000,41000,0,0,1,0,1,217104.0
1074,235000,411700,0.946001838235294,1,5200,740,0,1.0,2,5,1952,0,0,138000,20000,0,0,1,0,1,248414.0
1075,145000,312700,0.718520220588235,1,5200,740,0,1.0,2,5,1952,0,0,138000,20000,0,0,1,0,1,201804.0
1076,250000,400600,0.920496323529412,1,5200,1170,0,1.75,3,5,1952,0,0,138000,50000,0,0,1,0,1,271593.0
1077,260000,411100,0.944623161764706,1,5200,700,0,1.0,2,6,1952,0,0,138000,48000,0,0,1,0,1,275242.0
1078,326000,433500,0.99609375,1,5200,1210,0,2.0,3,5,1952,0,0,138000,59000,0,0,1,0,1,327278.0
1079,279950,430900,0.990119485294118,1,5400,1170,0,1.0,4,6,1953,0,0,138000,98000,0,0,1,0,1,282744.0
1080,270500,404400,0.929227941176471,1,10244,970,0,1.0,3,5,1953,0,0,144000,43000,0,0,1,0,1,291102.0
1081,195000,369800,0.849724264705882,1,4700,700,0,1.0,2,5,1953,0,0,138000,39000,0,0,1,0,1,229486.0
1082,200000,394900,0.907398897058823,1,5100,700,0,1.0,2,5,1953,0,0,138000,27000,0,0,1,0,1,220410.0
1083,184000,400600,0.920496323529412,1,7695,1010,0,1.75,2,5,1953,0,0,127000,40000,0,0,1,0,1,199892.0
1084,293700,404400,0.929227941176471,1,6186,1320,0,1.0,3,6,1963,0,0,138000,106000,0,0,1,0,1,316069.0
1085,280000,431300,0.991038602941177,1,7276,1480,540,2.0,2,6,1978,0,0,138000,94000,0,0,1,0,1,282532.0
1086,236000,392100,0.900965073529412,1,7350,1170,0,1.0,3,5,1953,0,0,138000,51000,0,0,1,0,1,261941.0
1087,317000,418300,0.961167279411765,1,11880,1560,0,1.75,3,8,1960,0,1,82000,161000,0,0,1,0,1,329807.0
1088,351000,411100,0.944623161764706,1,12558,2400,760,2.5,4,7,1967,0,0,86000,151000,0,0,1,0,1,371577.0
1089,399950,330600,0.759650735294118,1,53143,2460,0,2.5,3,8,2004,0,0,118000,235000,0,0,1,0,1,526492.0
1090,390000,428400,0.984375,1,101494,1390,0,2.0,3,7,1991,0,0,144000,187000,0,0,1,0,1,396190.0
1091,318000,428400,0.984375,1,43210,1420,0,2.0,3,7,1989,0,0,110000,144000,0,0,1,0,1,323048.0
1092,220000,322000,0.739889705882353,1,5250,1580,0,1.0,3,7,1954,0,0,138000,143000,0,0,1,0,1,297342.0
1093,280500,434200,0.997702205882353,1,5400,960,0,1.75,3,5,1954,0,0,138000,52000,0,0,1,0,1,281146.0
1094,215000,351600,0.807904411764706,1,5400,960,0,1.75,3,5,1954,0,0,138000,52000,0,0,1,0,1,266121.0
1095,210000,312300,0.717601102941177,1,9600,1420,0,1.0,3,6,1954,0,0,117000,117000,0,0,1,0,1,292642.0
1096,299900,418300,0.961167279411765,1,19000,1640,570,1.0,3,6,1908,0,0,105000,175000,0,0,1,0,0,312016.0
1097,298200,414800,0.953125,1,6500,960,0,1.0,3,6,1954,0,0,138000,62000,0,0,1,0,1,312866.0
1098,286000,400600,0.920496323529412,1,6500,1300,0,1.0,3,5,1954,0,0,138000,57000,0,0,1,0,1,310702.0
1099,575000,433200,0.995404411764706,1,8676,3370,500,3.25,4,9,2007,0,0,85000,343000,0,0,1,0,1,577655.0
1100,300000,434200,0.997702205882353,1,10454,2380,990,2.5,4,7,1931,0,2,78000,165000,0,0,1,0,1,300691.0
1101,190000,350300,0.804917279411765,1,10454,2380,990,2.5,4,7,1931,0,2,78000,165000,0,0,1,0,1,236049.0
1102,275000,434600,0.998621323529412,1,7742,930,0,1.0,2,6,1933,0,0,84000,81000,0,0,1,0,1,275380.0
1103,317000,421200,0.967830882352941,1,15768,1940,610,1.75,3,7,1950,0,2,77000,143000,0,0,1,0,1,327537.0
1104,230000,350900,0.806295955882353,1,5960,1310,0,1.0,3,6,1937,0,0,143000,135000,0,0,1,0,1,285255.0
1107,240000,383200,0.880514705882353,1,6098,820,0,1.0,2,6,1954,0,2,126000,56000,0,0,1,0,1,272568.0
1108,469999,415100,0.953814338235294,1,25917,1500,0,1.75,4,7,1957,0,1,257000,96000,0,0,1,0,3,492757.0
1109,185000,312200,0.717371323529412,1,6602,1390,0,1.75,3,7,1957,0,1,139000,178000,0,0,1,0,1,257886.0
1110,360000,425600,0.977941176470588,1,7635,1890,610,2.25,3,8,1977,0,0,150000,239000,0,0,1,0,1,368120.0
1111,405000,383200,0.880514705882353,1,6637,2090,0,2.5,4,8,2001,0,0,138000,241000,0,0,1,0,1,459958.0
1112,397000,385000,0.884650735294118,1,6637,2090,0,2.5,4,8,2001,0,0,138000,241000,0,0,1,0,1,448765.0
1113,453495,404400,0.929227941176471,1,7303,2150,0,2.5,4,8,2005,0,0,150000,256000,0,0,1,0,1,488034.0
1126,619950,414800,0.953125,1,5360,2810,0,2.5,4,9,2006,0,0,179000,353000,1,0,1,0,1,650439.0
1128,509000,404400,0.929227941176471,1,2808,1640,820,2.0,3,7,1924,0,1,325000,254000,0,0,1,0,4,547767.0
1129,500000,325300,0.747472426470588,1,2808,1640,820,2.0,3,7,1924,0,1,325000,254000,0,0,1,0,4,668921.0
1130,200000,332700,0.764476102941177,1,1774,790,0,1.5,1,8,2009,0,0,117000,232000,1,0,1,0,4,261617.0
1131,210000,332700,0.764476102941177,1,1462,750,0,1.5,2,8,2009,0,0,101000,231000,1,0,1,0,4,274698.0
1132,270000,329600,0.757352941176471,1,1170,750,0,1.5,2,8,2009,0,0,85000,235000,0,0,1,0,4,356505.0
1133,219950,332700,0.764476102941177,1,1034,830,0,1.5,2,8,2009,0,0,85000,247000,1,0,1,0,4,287713.0
1134,550000,396500,0.911075367647059,1,17859,4000,2000,2.75,4,8,1964,0,3,321000,340000,0,0,1,0,2,603682.0
1135,1710000,425200,0.977022058823529,1,23522,3020,1440,2.25,3,9,1978,0,0,1034000,397000,0,0,1,0,3,1750216.0
1136,380000,332700,0.764476102941177,1,10752,2010,0,2.5,4,8,1994,0,2,210000,286000,0,0,1,0,3,497072.0
1137,940000,404400,0.929227941176471,1,19168,2800,0,2.75,4,10,1992,0,0,291000,462000,0,0,1,0,3,1011592.0
1138,391500,396500,0.911075367647059,1,17859,2050,750,2.75,4,7,1967,0,1,263000,204000,0,0,1,0,3,429712.0
1139,567500,345800,0.794577205882353,1,23472,3060,0,1.75,3,9,1983,0,0,299000,370000,0,0,1,0,3,714216.0
1140,485000,354400,0.814338235294118,1,21222,2230,0,2.5,3,8,1981,0,1,275000,292000,0,0,1,0,3,595576.0
1141,799000,429600,0.987132352941177,1,21109,2890,0,2.25,3,8,1981,0,0,290000,341000,0,0,1,0,3,809415.0
1142,1257500,400600,0.920496323529412,1,132228,4230,0,3.25,4,11,1999,0,0,483000,680000,0,0,1,0,3,1366111.0
1143,723000,433500,0.99609375,1,24263,2710,0,2.5,4,8,1994,0,0,304000,334000,0,0,1,0,3,725835.0
1144,335000,423400,0.972886029411765,1,6500,1260,0,1.0,3,6,1955,0,0,138000,104000,0,0,1,0,1,344336.0
1145,230000,430900,0.990119485294118,1,6313,800,0,1.0,2,6,1955,0,0,138000,62000,0,0,1,0,1,232295.0
1146,150000,350300,0.804917279411765,1,6313,800,0,1.0,2,6,1955,0,0,138000,62000,0,0,1,0,1,186355.0
1147,250000,418300,0.961167279411765,1,6320,800,0,1.0,2,5,1955,0,0,138000,30000,0,0,1,0,1,260100.0
1148,283000,411100,0.944623161764706,1,5700,960,0,2.0,3,6,1956,0,0,138000,49000,0,0,1,0,1,299590.0
1149,229888,369800,0.849724264705882,1,5700,960,0,1.0,3,6,1956,0,0,138000,70000,0,0,1,0,1,270544.0
1150,435000,415100,0.953814338235294,1,4840,1280,80,1.5,3,7,1908,0,0,316000,163000,0,0,1,0,4,456064.0
1151,305000,342800,0.787683823529412,1,3600,1240,0,1.0,3,7,1941,0,2,208000,154000,0,0,1,0,4,387211.0
1152,360000,430900,0.990119485294118,1,937,1070,0,1.5,2,8,2003,0,0,127000,228000,0,0,0,1,4,363592.0
1154,384000,400600,0.920496323529412,1,6969,1200,0,1.0,3,7,1968,0,0,223000,142000,0,0,1,0,2,417166.0
1155,560660,400600,0.920496323529412,1,10027,1860,0,2.5,3,8,1993,0,0,229000,317000,0,0,1,0,2,609084.0
1156,1075000,387600,0.890625,1,141570,4340,0,2.5,4,11,1992,0,0,321000,837000,0,0,1,0,3,1207018.0
1157,890000,407700,0.936810661764706,1,101930,3250,0,3.5,5,9,1994,0,0,305000,456000,0,0,1,0,3,950032.0
1159,795000,404400,0.929227941176471,1,47480,3560,0,3.0,4,9,1989,0,0,280000,587000,0,0,1,0,3,855549.0
1160,545000,418300,0.961167279411765,1,50094,2470,990,2.75,4,8,1987,0,0,281000,299000,0,0,1,0,3,567019.0
1166,985000,434200,0.997702205882353,1,217800,4080,780,4.0,3,10,2004,0,0,195000,640000,0,0,1,0,2,987269.0
1167,252452,421200,0.967830882352941,1,5702,1020,0,1.0,3,6,1959,2013,0,138000,84000,0,0,1,0,1,260843.0
1168,227000,314100,0.721737132352941,1,8742,1680,0,1.75,4,6,1958,0,0,127000,129000,0,0,1,0,1,314519.0
1169,185000,312000,0.716911764705882,1,6132,970,0,1.0,2,7,1959,0,0,150000,94000,0,0,1,0,1,258051.0
1170,613700,404400,0.929227941176471,1,29525,1850,0,2.25,3,8,1977,0,0,273000,211000,0,0,1,0,3,660441.0
1171,640000,354400,0.814338235294118,1,179902,3740,0,2.5,4,7,1978,1995,0,343000,421000,0,0,1,0,3,785914.0
1172,692000,382600,0.879136029411765,1,53143,2790,0,2.5,3,9,1991,0,0,192000,519000,1,0,1,0,3,787136.0
1173,295000,423400,0.972886029411765,1,10952,960,0,1.0,3,6,1959,0,0,138000,105000,0,0,1,0,1,303222.0
1174,337500,433200,0.995404411764706,1,8160,1300,0,1.0,3,7,1960,0,0,150000,129000,0,0,1,0,1,339058.0
1175,411000,423400,0.972886029411765,1,10800,1970,670,1.75,3,7,1979,0,0,167000,164000,0,0,1,0,1,422454.0
1176,490000,365000,0.838694852941177,1,5723,2400,870,1.75,3,7,1956,0,0,359000,291000,0,0,1,0,4,584241.0
1177,550000,404400,0.929227941176471,1,5917,1600,0,1.75,3,7,1955,0,0,359000,273000,0,0,1,0,4,591889.0
1178,729922,411100,0.944623161764706,1,6300,2340,600,2.0,4,7,1953,0,0,359000,314000,0,0,1,0,4,772712.0
1179,300000,325300,0.747472426470588,1,5724,1280,0,1.0,2,8,1953,0,0,338000,159000,0,0,1,0,4,401353.0
1180,479000,434600,0.998621323529412,1,5618,3970,250,3.25,4,9,2015,0,0,338000,886000,0,0,1,0,4,479661.0
1181,570000,407700,0.936810661764706,1,5720,2030,850,2.0,4,7,1954,0,0,338000,296000,0,0,1,0,4,608447.0
1182,560000,357100,0.820542279411765,1,6783,2190,650,2.75,3,8,1958,0,0,316000,422000,0,0,1,0,4,682475.0
1183,700000,403200,0.926470588235294,1,6000,2480,910,2.5,4,8,1998,0,0,340000,363000,0,0,1,0,4,755556.0
1184,545000,421900,0.969439338235294,1,6000,1650,450,1.0,3,7,1953,0,0,340000,171000,0,0,1,0,4,562181.0
1185,625000,403200,0.926470588235294,1,9889,2440,900,2.75,4,7,1952,0,0,364000,222000,0,0,1,0,4,674603.0
1186,601000,427800,0.982996323529412,1,5141,1290,240,1.5,2,7,1947,0,0,333000,175000,0,0,1,0,4,611396.0
1187,470000,404400,0.929227941176471,1,5406,1510,610,1.0,3,7,1947,0,0,336000,155000,0,0,1,0,4,505796.0
1188,430000,395300,0.908318014705882,1,5512,1400,500,1.0,2,7,1947,0,0,336000,142000,0,0,1,0,4,473402.0
1189,499000,407700,0.936810661764706,1,5880,1820,910,2.0,3,7,1947,0,0,338000,246000,0,0,1,0,4,532658.0
1190,519950,429600,0.987132352941177,1,6148,1500,600,1.0,3,7,1947,0,0,340000,155000,0,0,1,0,4,526728.0
1191,427500,357100,0.820542279411765,1,5664,1500,600,1.5,3,7,1947,0,1,304000,163000,0,0,1,0,4,520997.0
1192,430000,349100,0.802159926470588,1,5664,1500,600,1.75,3,7,1947,0,1,304000,231000,0,0,1,0,4,536053.0
1193,426000,431300,0.991038602941177,1,5664,1450,500,1.75,3,7,1947,0,0,338000,176000,0,0,1,0,4,429852.0
1194,556200,407700,0.936810661764706,1,5856,1960,810,1.75,4,7,1948,0,0,338000,202000,0,0,1,0,4,593717.0
1195,385000,321600,0.738970588235294,1,6120,1420,0,2.0,4,7,1950,0,0,340000,161000,0,0,1,0,4,520995.0
1196,405000,414800,0.953125,1,6120,990,0,1.75,3,7,1951,0,0,255000,76000,0,0,1,0,4,424918.0
1197,453000,434600,0.998621323529412,1,6496,1030,0,1.0,2,7,1951,0,0,340000,115000,0,0,1,0,4,453625.0
1198,460000,397900,0.914292279411765,1,7451,1130,0,1.0,3,7,1949,0,0,348000,99000,0,0,1,0,4,503121.0
1199,439500,405100,0.930836397058823,1,5500,1360,0,1.0,4,7,1950,0,0,336000,103000,0,0,1,0,4,472156.0
1200,531500,418300,0.961167279411765,1,5900,1890,0,2.0,4,7,1950,0,0,338000,305000,0,0,1,0,4,552973.0
1201,449000,392100,0.900965073529412,1,5394,1520,650,1.75,4,7,1950,0,0,333000,245000,0,0,1,0,4,498355.0
1203,404950,335900,0.771829044117647,1,1225,1150,190,2.25,3,8,2012,0,0,128000,376000,1,0,0,1,2,524663.0
1204,439000,432100,0.992876838235294,1,3500,890,0,1.0,2,7,1909,0,0,220000,218000,0,0,1,0,2,442150.0
1205,452000,370700,0.851792279411765,1,3500,890,0,1.0,2,7,1909,0,0,220000,218000,0,0,1,0,2,530646.0
1206,575000,434600,0.998621323529412,1,5000,1240,0,1.0,3,7,1909,0,0,254000,282000,0,0,1,0,2,575794.0
1207,399950,354400,0.814338235294118,1,3600,960,0,1.0,3,7,1906,0,2,197000,220000,0,0,1,0,4,491135.0
1208,416250,380400,0.874080882352941,1,3600,960,0,1.0,3,7,1906,0,2,197000,220000,0,0,1,0,4,476215.0
1209,576250,429900,0.987821691176471,1,5000,1530,270,1.75,2,7,1989,0,0,268000,274000,0,0,1,0,2,583354.0
1210,510000,407700,0.936810661764706,1,5000,1650,0,1.75,3,8,1900,0,0,268000,344000,0,0,1,0,2,544400.0
1211,562000,430900,0.990119485294118,1,5000,1650,0,1.75,3,8,1900,0,0,268000,344000,0,0,1,0,2,567608.0
1212,525000,400600,0.920496323529412,1,4017,1620,680,2.0,4,7,1924,0,0,288000,383000,0,0,1,0,2,570344.0
1213,504000,404400,0.929227941176471,1,3920,1500,500,1.0,3,7,1947,0,0,268000,201000,0,0,1,0,2,542386.0
1214,483000,432100,0.992876838235294,1,3450,1980,820,2.0,4,7,1929,0,0,218000,332000,0,0,1,0,4,486465.0
1215,450000,400600,0.920496323529412,1,3740,1540,770,2.0,4,7,1946,0,0,245000,244000,0,0,1,0,4,488867.0
1216,372500,352600,0.810202205882353,1,5080,1380,670,1.5,2,6,1926,0,0,283000,204000,0,0,1,0,4,459762.0
1217,385000,381600,0.876838235294118,1,3210,1610,560,1.75,4,7,1913,0,2,184000,290000,0,0,1,0,4,439078.0
1218,619000,418400,0.961397058823529,1,4000,1550,0,1.75,3,8,1929,0,0,265000,362000,0,0,1,0,4,643855.0
1219,899000,423400,0.972886029411765,1,4000,3180,510,3.25,3,9,2006,0,0,265000,655000,0,0,1,0,4,924055.0
1220,410000,357100,0.820542279411765,1,5000,1980,800,3.0,3,7,1926,0,0,283000,331000,0,0,1,0,4,499670.0
1221,447000,421200,0.967830882352941,1,5000,960,0,1.0,2,7,1927,0,0,283000,183000,0,0,1,0,4,461858.0
1222,745000,411100,0.944623161764706,1,3009,2810,640,3.0,3,9,2006,0,0,230000,602000,1,0,1,0,4,788674.0
1223,456500,433200,0.995404411764706,1,4500,1380,560,2.0,3,7,1938,0,0,275000,237000,0,0,1,0,4,458608.0
1224,470000,414800,0.953125,1,5000,1530,0,1.0,3,7,1928,0,0,283000,237000,0,0,1,0,4,493115.0
1225,485000,427800,0.982996323529412,1,5000,1130,0,1.0,2,7,1945,0,0,283000,186000,0,0,1,0,4,493389.0
1226,538000,425200,0.977022058823529,1,5000,2170,1080,1.75,3,7,1910,0,0,283000,284000,0,0,1,0,4,550653.0
1227,385000,403200,0.926470588235294,1,2500,1300,530,2.0,2,7,1926,0,0,187000,273000,0,0,1,0,4,415556.0
1228,425000,404400,0.929227941176471,1,5000,910,0,1.0,2,6,1914,0,0,283000,184000,0,0,1,0,4,457369.0
1230,395000,339900,0.781020220588235,1,5000,1120,220,1.0,2,7,1950,0,0,283000,177000,0,0,1,0,4,505749.0
1231,478000,407700,0.936810661764706,1,3750,2000,880,1.75,4,8,1950,0,0,245000,409000,0,0,1,0,4,510242.0
1232,779000,400600,0.920496323529412,1,3749,2640,560,3.5,3,9,2006,0,0,245000,602000,1,0,1,0,4,846283.0
1233,793008,407700,0.936810661764706,1,3749,2640,560,3.5,3,9,2006,0,0,245000,602000,1,0,1,0,4,846498.0
1234,342500,312000,0.716911764705882,1,5000,1160,300,1.75,3,7,1919,0,0,268000,242000,0,0,1,0,4,477744.0
1235,430000,407700,0.936810661764706,1,5000,1920,960,2.5,3,7,1906,0,0,283000,315000,0,0,1,0,4,459004.0
1236,415000,429600,0.987132352941177,1,5000,1920,960,2.5,3,7,1906,0,0,283000,315000,0,0,1,0,4,420410.0
1237,549000,400600,0.920496323529412,1,5000,1940,830,2.5,3,7,1947,0,0,283000,295000,0,0,1,0,4,596417.0
1238,658000,316900,0.728170955882353,1,3500,2330,430,4.0,4,8,2008,0,0,245000,521000,0,0,1,0,4,903634.0
1239,428000,411100,0.944623161764706,1,3500,1300,0,1.0,3,6,1906,0,0,245000,214000,0,0,1,0,4,453091.0
1240,460000,352600,0.810202205882353,1,3450,1940,600,2.0,3,7,1918,0,0,230000,322000,0,0,1,0,4,567760.0
1241,849950,427800,0.982996323529412,1,5039,3650,1060,3.5,5,9,2006,0,0,283000,680000,0,0,1,0,4,864652.0
1242,483000,400600,0.920496323529412,1,5000,1390,0,1.0,3,7,1915,0,0,283000,219000,0,0,1,0,4,524717.0
1243,650000,400600,0.920496323529412,1,4500,2170,660,2.25,3,8,1930,0,0,275000,409000,0,0,1,0,4,706141.0
1244,597000,390600,0.897518382352941,1,4500,2170,660,2.25,3,8,1930,0,0,275000,409000,0,0,1,0,4,665167.0
1245,465000,425200,0.977022058823529,1,3750,930,0,1.0,2,6,1911,0,0,245000,207000,0,0,1,0,4,475936.0
1246,505000,423400,0.972886029411765,1,2850,2820,960,3.0,4,7,1928,0,0,206000,475000,0,0,1,0,4,519074.0
1247,575000,350900,0.806295955882353,1,2850,2820,960,3.0,4,7,1928,0,0,206000,475000,0,0,1,0,4,713138.0
1248,520000,432100,0.992876838235294,1,5680,2000,920,1.75,3,7,1903,0,2,247000,262000,0,0,1,0,4,523731.0
1249,450000,404400,0.929227941176471,1,3000,1730,550,2.5,3,8,1926,0,0,230000,383000,0,0,1,0,4,484273.0
1250,1000000,354400,0.814338235294118,1,7650,3410,1160,3.75,3,9,1948,1999,0,322000,683000,0,0,1,0,4,1227991.0
1251,719950,407700,0.936810661764706,1,5100,2600,780,3.5,4,8,2003,0,0,289000,429000,0,0,1,0,4,768512.0
1252,732000,432100,0.992876838235294,1,5100,2600,780,3.5,4,8,2003,0,0,289000,429000,0,0,1,0,4,737252.0
1253,485126,432100,0.992876838235294,1,7455,1800,770,2.0,4,7,1953,0,0,317000,150000,0,0,1,0,4,488606.0
1254,460000,360700,0.828814338235294,1,5000,1160,0,1.0,2,8,1937,0,1,311000,219000,0,0,1,0,4,555010.0
1255,674950,411100,0.944623161764706,1,5000,2000,890,1.75,3,7,1921,0,1,311000,221000,0,0,1,0,4,714518.0
1256,400000,351200,0.806985294117647,1,5000,1360,300,1.0,2,7,1942,0,1,311000,145000,0,0,1,0,4,495672.0
1257,588750,392100,0.900965073529412,1,5000,1960,430,1.75,3,7,1941,0,0,328000,296000,0,0,1,0,4,653466.0
1258,460000,387600,0.890625,1,4750,1340,0,1.0,4,7,1904,0,1,301000,186000,0,0,1,0,4,516491.0
1259,507500,397900,0.914292279411765,1,746,1130,100,1.5,2,8,2009,0,0,135000,296000,1,0,0,1,2,555074.0
1261,454000,411700,0.946001838235294,1,5000,1400,250,1.5,2,7,1904,0,0,268000,239000,0,0,1,0,2,479915.0
1262,355000,365000,0.838694852941177,1,1727,1510,350,3.5,3,8,2008,0,3,120000,388000,1,0,0,1,2,423277.0
1266,375000,387600,0.890625,1,5000,830,0,1.0,2,6,1920,0,0,268000,150000,0,0,1,0,2,421053.0
1267,440000,347800,0.799172794117647,1,5000,1320,230,1.0,3,7,1920,0,0,268000,259000,0,0,1,0,2,550569.0
1268,650000,392100,0.900965073529412,3,4895,3520,1540,3.0,4,8,1954,0,3,297000,397000,0,1,0,0,2,721449.0
1269,507000,411700,0.946001838235294,1,4600,1700,0,2.0,4,7,1916,0,3,182000,387000,0,0,1,0,2,535940.0
1270,680000,329600,0.757352941176471,3,5000,3130,670,4.5,5,7,1983,0,0,268000,536000,0,1,0,0,2,897864.0
1271,599000,400600,0.920496323529412,1,5000,1780,560,2.75,4,7,1944,0,0,278000,360000,0,0,1,0,2,650736.0
1272,477000,404400,0.929227941176471,1,4000,1410,500,1.75,3,7,1943,0,0,251000,216000,0,0,1,0,2,513329.0
1276,440839,434200,0.997702205882353,1,1312,1330,0,2.25,3,8,1999,0,0,127000,334000,0,0,0,1,2,441854.0
1277,363950,349100,0.802159926470588,1,1210,1250,0,2.5,2,8,2003,0,0,127000,324000,0,0,0,1,2,453713.0
1282,374956,369800,0.849724264705882,1,1289,1360,0,2.25,2,8,2008,0,0,127000,348000,1,0,0,1,2,441268.0
1284,407391,411100,0.944623161764706,1,1203,1180,0,2.25,2,8,2006,0,0,127000,320000,1,0,0,1,2,431274.0
1285,385000,312000,0.716911764705882,1,1203,1180,0,2.25,2,8,2006,0,0,127000,320000,0,0,0,1,2,537026.0
1287,445000,434600,0.998621323529412,1,1286,1370,0,2.25,2,8,2005,0,0,127000,339000,0,0,0,1,4,445614.0
1292,390000,407400,0.936121323529412,1,1217,1135,0,2.25,3,8,2005,0,0,127000,311000,0,0,0,1,2,416613.0
1293,489000,411100,0.944623161764706,1,3750,1880,700,1.5,3,7,1929,0,0,384000,162000,0,0,1,0,2,517667.0
1294,750000,423400,0.972886029411765,1,970,1610,0,2.25,3,8,2012,0,0,127000,321000,0,0,0,1,2,770902.0
1295,385000,357100,0.820542279411765,1,1134,1320,0,2.0,3,8,2003,0,0,127000,325000,0,0,0,1,2,469202.0
1296,347000,332700,0.764476102941177,1,1286,1320,0,2.0,3,8,2003,0,0,127000,325000,0,0,0,1,2,453906.0
1297,415800,407400,0.936121323529412,1,1194,1370,0,3.25,3,8,2005,0,0,127000,351000,0,0,0,1,2,444173.0
1298,399950,349100,0.802159926470588,1,1306,1310,0,3.0,3,8,2005,0,0,127000,343000,0,0,0,1,2,498591.0
1299,439000,407400,0.936121323529412,1,1187,1300,0,2.5,3,8,2005,0,0,127000,335000,0,0,0,1,2,468956.0
1300,410000,407700,0.936810661764706,1,1194,1320,0,1.5,2,7,2001,0,0,127000,298000,0,0,0,1,2,437655.0
1301,410000,313600,0.720588235294118,1,1879,1750,0,2.25,3,8,2001,0,0,127000,351000,0,0,0,1,2,568980.0
1302,658000,427800,0.982996323529412,1,3118,2020,290,2.5,4,8,1902,2001,0,188000,536000,0,0,1,0,2,669382.0
1303,625000,345800,0.794577205882353,1,3118,2020,290,2.5,4,8,1902,2001,0,188000,536000,0,0,1,0,2,786582.0
1304,371000,404400,0.929227941176471,1,2487,1750,150,2.25,2,7,1977,0,0,127000,300000,0,0,0,1,2,399256.0
1305,985000,325300,0.747472426470588,1,6500,2960,0,2.5,4,9,1998,0,0,352000,636000,0,0,1,0,4,1317774.0
